time_step,bus_id,vm_pu
4,26,0.935832594407132
4,27,0.9321161501664759
4,28,0.9218965269351027
4,29,0.9147478703522641
4,30,0.9039381912223016
4,31,0.9014480168533909
4,32,0.905255483275334
5,0,1.006371129804571
5,1,0.9936072733331148
5,2,0.9805632486840853
5,3,0.9736907275363623
5,4,0.973847870827993
5,5,0.9458415884310947
5,6,0.941156398889393
5,7,0.9345568859067962
5,8,0.9273499042280329
5,9,0.9317198254040341
5,10,0.9311957282927943
5,11,0.9236561075881692
5,12,0.9158934326196451
5,13,0.9105705630238352
5,14,0.9043232451031652
5,15,0.910376497630844
5,16,0.9135833702002581
5,17,0.9082834239141961
5,18,1.000786386046544
5,19,0.992096704073346
5,20,0.9936845857945884
5,21,0.9956039308319548
5,22,0.9737451560115983
5,23,0.9679585883628926
5,24,0.9688688316274412
5,25,0.9360723083964131
5,26,0.947724279011946
5,27,0.9356891156040663
5,28,0.9210635746935758
5,29,0.9189610290558821
5,30,0.9084992414042374
5,31,0.913448840420409
5,32,0.9064214357121567
6,0,1.0066697641256466
6,1,1.0056934084937557
6,2,0.9829303271986166
6,3,0.9808107836651365
6,4,0.9738665050966255
6,5,0.9389586641552925
6,6,0.9433532167207164
6,7,0.9397465461827623
6,8,0.9357793523976617
6,9,0.9193092509650754
6,10,0.9254192966860318
6,11,0.9216347892858606
6,12,0.9073872262733949
6,13,0.9122718585478621
6,14,0.9001932054373304
6,15,0.8994405787907558
6,16,0.9217856757221901
6,17,0.905547497769287
6,18,0.9916749358877608
6,19,1.000224667293449
6,20,0.9921176862596371
6,21,0.9889548136032691
6,22,0.9804238173070117
6,23,0.9653702175568302
6,24,0.9706307161143553
6,25,0.9427930106984901
6,26,0.9436844241933964
6,27,0.9221382620517671
6,28,0.916564203945642
6,29,0.9102897098175152
6,30,0.9167432659627434
6,31,0.9100306909716648
6,32,0.9097499935061041
7,0,0.9931594035648577
7,1,1.00125036299474
7,2,0.9749467628019822
7,3,0.977263366259007
7,4,0.9579080589029683
7,5,0.9434049962987977
7,6,0.9358685157156144
7,7,0.9415112185734532
7,8,0.9208667352496633
7,9,0.9180726103338959
7,10,0.9208277858088456
7,11,0.9178796865650363
7,12,0.9120863220693364
7,13,0.9125788929113332
7,14,0.9106299918306029
7,15,0.9078784877982613
7,16,0.9058239550921708
7,17,0.9082841285588275
7,18,0.986053801507217
7,19,0.9940041817621937
7,20,0.9991290050939317
7,21,1.003198095868935
7,22,0.9705634822708107
7,23,0.9722026990853588
7,24,0.96339103108072
7,25,0.9472829102398831
7,26,0.9407732519026163
7,27,0.928901384279166
7,28,0.9229652277134576
7,29,0.9182750679146333
7,30,0.9083528347969032
7,31,0.9050269900699831
7,32,0.9072774242137441
8,0,0.9940634340286901
8,1,0.992708015469934
8,2,0.9772475950387804
8,3,0.976196015171704
8,4,0.9613831398080083
8,5,0.9444415511984814
8,6,0.9384918051897214
8,7,0.933204289701247
8,8,0.9325769084401969
8,9,0.9169661188706012
8,10,0.9224209772434862
8,11,0.9194053715456677
8,12,0.9105814876294035
8,13,0.9041666571094231
8,14,0.9044742291145434
8,15,0.9043364467538829
8,16,0.9127913015270964
8,17,0.9077391151481208
8,18,1.002038786139128
8,19,0.9943383778673803
8,20,0.9922370566534047
8,21,0.9870733673952091
8,22,0.9823996490297797
8,23,0.9711106717606519
8,24,0.9642159537407747
8,25,0.9416958959094858
8,26,0.934117047866157
8,27,0.9278815634563332
8,28,0.9201578611896234
8,29,0.9165533418305496
8,30,0.9092022899103839
8,31,0.9062055169705905
8,32,0.9097935750953017
9,0,1.0089562896993896
9,1,0.9888107527326352
9,2,0.9791051997662366
9,3,0.9809876781246497
9,4,0.9709125909941618
9,5,0.9415792418910124
9,6,0.947864277817788
9,7,0.9351140044601653
9,8,0.9297835614616811
9,9,0.9240194881027297
9,10,0.9208614116731472
9,11,0.9184848146985364
9,12,0.9029062414047327
9,13,0.9085172685629453
9,14,0.9061020681891502
9,15,0.9126753722512637
9,16,0.8964795847137074
9,17,0.9039890961394358
9,18,0.9965366141680481
9,19,0.9977419765747491
9,20,0.9908246222770715
9,21,0.979054909625979
9,22,0.9807665362558787
9,23,0.9663593678743169
9,24,0.9520449226156158
9,25,0.9458847064790336
9,26,0.9388379084047687
9,27,0.9295719268334669
9,28,0.9134884492505656
9,29,0.9080103633410618
9,30,0.9054883793940754
9,31,0.9037177511500959
9,32,0.9090816219352686
10,0,0.996181457561404
10,1,0.9988076973571061
10,2,0.9868887548569178
10,3,0.9751577282265792
10,4,0.9651017569102917
10,5,0.940594597305733
10,6,0.9398596045797811
10,7,0.9389437386354045
10,8,0.9182509535632392
10,9,0.9081068449740336
10,10,0.9122900649330798
10,11,0.9102931666627682
10,12,0.9102744587271757
10,13,0.8946674909962264
10,14,0.9174166868444651
10,15,0.9002945714267403
10,16,0.8939941124242438
10,17,0.9019456639528222
10,18,0.9991199079664532
10,19,0.9933781522096158
10,20,0.9870512608819392
10,21,0.9926820911866459
10,22,0.9806545311660816
10,23,0.9777167648527735
10,24,0.9650864071915103
10,25,0.9366758143590908
10,26,0.9444862056664567
10,27,0.920417440859858
10,28,0.9161438226797392
10,29,0.9167546918951658
10,30,0.9016292752630435
10,31,0.9083083706880133
10,32,0.9051892049123752
11,0,0.992212768364876
11,1,0.9954495115252057
11,2,0.9823789640521556
11,3,0.9641922513348026
11,4,0.9636519692184029
11,5,0.9400522631152967
11,6,0.9349539916468379
11,7,0.9357600093827293
11,8,0.9282565378992544
11,9,0.9236107249466239
11,10,0.9197659646230589
11,11,0.9146471400682553
11,12,0.9122361544916249
11,13,0.9073125432016015
11,14,0.9027865416926881
11,15,0.8966835776371522
11,16,0.891846664773641
11,17,0.906137653891648
11,18,0.9989062155299263
11,19,0.9886434356023294
11,20,0.9972870706844138
11,21,1.000991896858111
11,22,0.9774419333260401
11,23,0.9669909157823192
11,24,0.9699472429685297
11,25,0.9442564963753993
11,26,0.9322575568564534
11,27,0.9200969755984011
11,28,0.9136440172921161
11,29,0.9097949931886229
11,30,0.9125718749180429
11,31,0.9066958805441501
11,32,0.9033394811531753
12,0,0.9994826140768804
12,1,0.9911459536506902
12,2,0.9753259401667912
12,3,0.967619991595473
12,4,0.9529424235964766
12,5,0.938846747183774
12,6,0.9284287382627211
12,7,0.9283127810069652
12,8,0.9278417829648078
12,9,0.9246660649585865
12,10,0.9181840647776085
12,11,0.9163615816720411
12,12,0.9040544138789448
12,13,0.9028883531730486
12,14,0.9152896960820888
12,15,0.900851377319561
12,16,0.9024552676493948
12,17,0.898650909378561
12,18,1.003465623606744
12,19,0.99616790597571
12,20,0.9973289409355245
12,21,0.9945866813163871
12,22,0.9710657858333505
12,23,0.9698439944201445
12,24,0.9719763150667342
12,25,0.9414434755175975
12,26,0.9328028083167562
12,27,0.9210147933018434
12,28,0.9095002641762806
12,29,0.9060799001683607
12,30,0.9130226747938619
12,31,0.9039235135716827
12,32,0.9160980728548054
13,0,1.004630905552056
13,1,1.0024251827816526
13,2,0.9707096418316635
13,3,0.9775881217791887
13,4,0.9624404055896254
13,5,0.9421173884724067
13,6,0.9434915538250667
13,7,0.9371290498088737
13,8,0.9248863889235645
13,9,0.915805203384657
13,10,0.9184847338437325
13,11,0.9134546251974524
13,12,0.9129713145956414
13,13,0.9144613428194345
13,14,0.8966953243708611
13,15,0.895897102220015
13,16,0.9001779373472077
13,17,0.8934530534380297
13,18,1.0015616675318666
13,19,0.9855522672940289
13,20,0.9914645875077571
13,21,0.9868553250384929
13,22,0.9729400670865453
13,23,0.9738648099598536
13,24,0.9713182048678853
13,25,0.9462496986450531
13,26,0.9291873393704771
13,27,0.9173129793459612
13,28,0.9113806859379641
13,29,0.9069120437587485
13,30,0.9052542394156784
13,31,0.9082256699655956
13,32,0.9036571317374593
14,0,0.9984010124409709
14,1,1.005728906868329
14,2,0.9856805940082416
14,3,0.9716032281243726
14,4,0.9621484811420601
14,5,0.9518951390713865
14,6,0.9346523722878557
14,7,0.9272228453990424
14,8,0.9127112329587279
14,9,0.9141969628633134
14,10,0.9106722876806196
14,11,0.9163516576266914
14,12,0.9014102506428591
14,13,0.9018436016744842
14,14,0.8997038526326542
14,15,0.897113422569449
14,16,0.8918295215460182
14,17,0.8994279730298996
14,18,0.9902106448045325
14,19,0.988442316427946
14,20,0.9986049150945042
14,21,0.9877626065102694
14,22,0.9762534517512752
14,23,0.9690545658202997
14,24,0.9716666104440795
14,25,0.9360605052210441
14,26,0.935202274744463
14,27,0.9205213981233605
14,28,0.9169418204576452
14,29,0.904798763132515
14,30,0.9089163356086908
14,31,0.8980202945380998
14,32,0.9036010597057789
15,0,0.9984991519093276
15,1,1.0017180559603516
15,2,0.9823391004122156
15,3,0.9666917910181996
15,4,0.9643969614464625
15,5,0.9428491486210739
15,6,0.9348344552509312
15,7,0.9344375831381905
15,8,0.9177539899864685
15,9,0.9181252997062698
15,10,0.9075424887441924
15,11,0.9163622967806586
15,12,0.8991859916976713
15,13,0.9090041324684878
15,14,0.9008393534449164
15,15,0.9036835952691116
15,16,0.8815554129967663
15,17,0.8833693521886531
15,18,1.005606168422976
15,19,0.9944023675554753
15,20,0.991646262999175
15,21,0.9976815840695008
15,22,0.975394091461326
15,23,0.9571927990930099
15,24,0.9630228918397695
15,25,0.9392500343615103
15,26,0.9361879856297759
15,27,0.9232357170946829
15,28,0.9113637581573316
15,29,0.9075688962244758
15,30,0.9007226705731448
15,31,0.9035232896144583
15,32,0.9045842839599078
16,0,0.9998097528058962
16,1,1.0017352500148242
16,2,0.966830251538245
16,3,0.9716415516392922
16,4,0.9595480243763983
16,5,0.9353559581851092
16,6,0.9396651632305774
16,7,0.9392554975378993
16,8,0.9223154917265692
16,9,0.9138417354501537
16,10,0.919479536170467
16,11,0.9137547275423762
16,12,0.907452174623161
16,13,0.9002524347608124
16,14,0.9070447204003088
16,15,0.9012287120581473
16,16,0.8909290342218664
16,17,0.8957583308774166
16,18,0.9955735335143714
16,19,0.987819975500334
16,20,0.9907963086146174
16,21,0.9922228432531447
16,22,0.9745245690411755
16,23,0.9711692736677279
16,24,0.9663301186888769
16,25,0.9420232829845009
16,26,0.9381165733833289
16,27,0.9169450778763111
16,28,0.9185406448557262
16,29,0.9010857377997827
16,30,0.9004595620360752
16,31,0.907353914188006
16,32,0.8922583900420553
17,0,0.9925841381850793
17,1,1.000254508380453
17,2,0.9825516824447049
17,3,0.9812506946319245
17,4,0.9567907859101805
17,5,0.9346312504875681
17,6,0.9332039882873465
17,7,0.9218398104696649
17,8,0.9330229646580648
17,9,0.9087588957577662
17,10,0.9159804741458921
17,11,0.9183935584150004
17,12,0.9073020977539017
17,13,0.8965662703034726
17,14,0.9014141754118523
17,15,0.8948590737886114
17,16,0.8906796486632157
17,17,0.893841576070739
17,18,1.0014802855474472
17,19,0.9874033831887928
17,20,0.993341108026594
17,21,0.9870047302456787
17,22,0.9688119114297569
17,23,0.9712226941019527
17,24,0.963973913117382
17,25,0.9328830985851427
17,26,0.9265378339090873
17,27,0.9196028226714666
17,28,0.9086675736052271
17,29,0.9076347618579246
17,30,0.9035050116757244
17,31,0.9041561601075917
17,32,0.9001665391238975
18,0,0.9945701789648236
18,1,0.9954900600216755
18,2,0.970765133149169
18,3,0.9594133142251517
18,4,0.9623354613571564
18,5,0.9377975797221552
18,6,0.9448790654212859
18,7,0.9377266417042021
18,8,0.9261871676295689
18,9,0.9152029160740098
18,10,0.9142801535282703
18,11,0.9198858609248456
18,12,0.9084951927748629
18,13,0.9050843482687382
18,14,0.9032599689463432
18,15,0.9007345740004185
18,16,0.8872606900403645
18,17,0.8959665367633199
18,18,0.9967080278152931
18,19,0.9936645733636358
18,20,0.9833316737884279
18,21,0.9918980410783836
18,22,0.9851803751251826
18,23,0.9696341370785823
18,24,0.9605882919134818
18,25,0.9341589801144289
18,26,0.9290953144726988
18,27,0.9157458214318821
18,28,0.8987923609899228
18,29,0.9136534897025782
18,30,0.8987774135469956
18,31,0.9106293453343455
18,32,0.9075386752675968
19,0,1.0003945047369516
19,1,0.9990906750187589
19,2,0.974759868488844
19,3,0.9755264321017503
19,4,0.9603700940327652
19,5,0.9497627253001101
19,6,0.9266420070343697
19,7,0.9268906488781332
19,8,0.9245393342356987
19,9,0.9154831513616053
19,10,0.9236637491921726
19,11,0.9056520170855741
19,12,0.9140360446771546
19,13,0.9020076186248751
19,14,0.8917151315684234
19,15,0.9003953683748711
19,16,0.8931214596363477
19,17,0.9037129698654494
19,18,0.9946056510307189
19,19,1.001089654045232
19,20,0.9967465096877922
19,21,0.9853122964679994
19,22,0.9719508057767644
19,23,0.9597576439940553
19,24,0.9708174214454097
19,25,0.9391298259466975
19,26,0.9349456415098711
19,27,0.9238844624265092
19,28,0.9081655264307986
19,29,0.902023244616752
19,30,0.8998124129946894
19,31,0.9005803760052499
19,32,0.9045002121978097
20,0,1.0018657041709744
20,1,0.9921825178837921
20,2,0.980957096060965
20,3,0.9621710372283993
20,4,0.9635432550708718
20,5,0.9486152011408543
20,6,0.9321726915758574
20,7,0.9357398165008136
20,8,0.9141451625619107
20,9,0.9198705158098377
20,10,0.9136194660736039
20,11,0.9097733511291617
20,12,0.9032066516906506
20,13,0.8987329497780242
20,14,0.8972556145140419
20,15,0.8954450934108407
20,16,0.8981820414393911
20,17,0.8931318716665088
20,18,0.9973652257222879
20,19,0.9924198338871589
20,20,0.9881386036292913
20,21,0.9933224213921568
20,22,0.9661132984709324
20,23,0.9594512514233959
20,24,0.9656243201081349
20,25,0.9398441552632145
20,26,0.9263267549614206
20,27,0.9126232466457802
20,28,0.9093502365440503
20,29,0.9144761416801579
20,30,0.8992806416152126
20,31,0.9030416535515986
20,32,0.9027616745959782
21,0,1.0027998261725921
21,1,0.9987112361175658
21,2,0.9774334548926492
21,3,0.9694655736918141
21,4,0.9618590376215063
21,5,0.9339979333423656
21,6,0.9383947248742878
21,7,0.9307888351474706
21,8,0.9102584517974334
21,9,0.915031507558636
21,10,0.9088012805968729
21,11,0.9100906446334848
21,12,0.9024169981354602
21,13,0.902320201329901
21,14,0.9066839210368425
21,15,0.8966478587028722
21,16,0.8928590994988571
21,17,0.8920578994270306
21,18,0.9954065574077371
21,19,0.9872323200899614
21,20,0.9935433781079875
21,21,0.991822497806648
21,22,0.9727435679938891
21,23,0.9597627989546803
21,24,0.9569814255384064
21,25,0.9389496178353071
21,26,0.930632447217629
21,27,0.9134146967713195
21,28,0.9082622153449553
21,29,0.9062857442056886
21,30,0.8946633934054704
21,31,0.9033083366353731
21,32,0.90940804818728
22,0,0.9972940818311788
22,1,0.9884053369468059
22,2,0.9871469248061621
22,3,0.9603208744290144
22,4,0.9559340475680083
22,5,0.9358284289511843
22,6,0.9274710334479611
22,7,0.9207297848788807
22,8,0.9172850093627289
22,9,0.9137425504047161
22,10,0.9127089735080259
22,11,0.9119682485370542
22,12,0.9062423829829155
22,13,0.9030702599226628
22,14,0.8866523442403517
22,15,0.8950521385407249
22,16,0.8962719676483268
22,17,0.8935064020633446
22,18,0.9910725952153637
22,19,0.9967834331114546
22,20,0.9936305674674643
22,21,0.9904129729357316
22,22,0.9820103713418317
22,23,0.9655960405317573
22,24,0.9623919440702231
22,25,0.9335655768402774
22,26,0.9298827064635201
22,27,0.9152059604293818
22,28,0.9051132794081302
22,29,0.9101109628894165
22,30,0.8935302217110127
22,31,0.8998251272330823
22,32,0.9073496167768107
23,0,0.9986143412762397
23,1,0.9980231842369598
23,2,0.9751885547484306
23,3,0.9767996765887242
23,4,0.961462979835451
23,5,0.9359812920966069
23,6,0.9373682826240086
23,7,0.9329400366731165
23,8,0.9211822509745353
23,9,0.9079675230939256
23,10,0.9023450666204502
23,11,0.9156403626022065
23,12,0.9133035193643826
23,13,0.8968987277450127
23,14,0.8857652744352013
23,15,0.8953215662080578
23,16,0.887835836059679
23,17,0.8845802176622298
23,18,0.9909227327010629
23,19,0.9936381460849395
23,20,0.997031388546436
23,21,0.9975128356723943
23,22,0.9688968641415429
23,23,0.9627549920171274
23,24,0.9556758514111139
23,25,0.9458965063473839
23,26,0.9399304700585207
23,27,0.9256101589227814
23,28,0.9125789226133951
23,29,0.8955638830104901
23,30,0.905469394995969
23,31,0.8996463413226159
23,32,0.9040402513481168
24,0,0.9999568876096188
24,1,0.9931350974821389
24,2,0.977134570816014
24,3,0.975055362087281
24,4,0.9562914593202771
24,5,0.9454478978091181
24,6,0.9364398975750442
24,7,0.9312671681472351
24,8,0.9319512108999988
24,9,0.9126601935676193
24,10,0.9095120347409523
24,11,0.9147448356189826
24,12,0.9043918660665236
24,13,0.9006639985055628
24,14,0.9003864417020772
24,15,0.8856726702428624
24,16,0.8881692027593107
24,17,0.9002808353253668
24,18,0.9936471668843402
24,19,0.992659157035625
24,20,0.9938615860085783
24,21,0.9929847855180882
24,22,0.9783213041606169
24,23,0.9741662945562765
24,24,0.9631897828514199
24,25,0.9327441704890849
24,26,0.9224265389313233
24,27,0.9140481120258107
24,28,0.915526091909158
24,29,0.9019858852740836
24,30,0.8988004877469431
24,31,0.9037268783124219
24,32,0.9009199137045619
25,0,0.9934959231042008
25,1,0.999691062166305
25,2,0.9801131380807965
25,3,0.9676033238414194
25,4,0.9515830490249066
25,5,0.9345443600887571
25,6,0.9342060602131822
25,7,0.9398540470842337
25,8,0.9208468872117636
25,9,0.9139347115016556
25,10,0.9069297866235027
25,11,0.9115910858924553
25,12,0.902317328176548
25,13,0.9093409623296138
25,14,0.8904210214899061
25,15,0.8965122761492068
25,16,0.9026728612965543
25,17,0.8945667994341308
25,18,1.0011260963504074
25,19,0.9914553405222999
25,20,0.9877167985834713
25,21,0.9818741610258406
25,22,0.9754517174066705
25,23,0.9650650687787564
25,24,0.9618745953358961
25,25,0.9304902114095289
25,26,0.9318521651258601
25,27,0.9214104356003674
25,28,0.909011435784069
25,29,0.9012797732367647
25,30,0.8961360545905304
25,31,0.8981627983737647
25,32,0.8970999858835077
26,0,0.9979025375648406
26,1,0.9922700975256381
26,2,0.9785967023631192
26,3,0.97005535387289
26,4,0.9485620340536601
26,5,0.9434515997884052
26,6,0.9314391226723588
26,7,0.9205481942560372
26,8,0.9323989261048915
26,9,0.9167866710299735
26,10,0.9075916011297624
26,11,0.910816943516037
26,12,0.9006489575482395
26,13,0.89771337690342
26,14,0.8975764956220227
26,15,0.8960630734507109
26,16,0.8990303397561693
26,17,0.8951830654656457
26,18,1.0048638136907975
26,19,0.9856061943337328
26,20,0.9935899854619634
26,21,0.9944987664363337
26,22,0.9777891541534331
26,23,0.9612237268408249
26,24,0.9632598490842181
26,25,0.9413250014937729
26,26,0.9375089705057
26,27,0.9214212551234371
26,28,0.9039900236228189
26,29,0.9128155102712503
26,30,0.9011222542404475
26,31,0.8990977687398094
26,32,0.8944894332715785
27,0,0.993485604951379
27,1,1.0044607660643194
27,2,0.9859829732752639
27,3,0.973861768788915
27,4,0.9689841323071625
27,5,0.9457959559278192
27,6,0.9262737874083958
27,7,0.92862321291264
27,8,0.9268824693892492
27,9,0.9126779568235228
27,10,0.912311646804279
27,11,0.9062325681367994
27,12,0.9035040776480635
27,13,0.8984534853312431
27,14,0.8951213775968317
27,15,0.89017686730332
27,16,0.8901950601937046
27,17,0.8877021691274747
27,18,0.9942634113620585
27,19,1.0006273736511362
27,20,0.9872092413834547
27,21,0.9901092716321288
27,22,0.9716731357080954
27,23,0.9661716301651352
27,24,0.9544884718282025
27,25,0.9405721693241366
27,26,0.9332023762585308
27,27,0.9294043024431898
27,28,0.9097413618681449
27,29,0.8977804750532233
27,30,0.9046568595909272
27,31,0.9039171587127043
27,32,0.903985371142229
28,0,0.9999546183244604
28,1,0.9934252027663113
28,2,0.9747806739043011
28,3,0.9556659590649089
28,4,0.9537396863097755
28,5,0.9422150090868274
28,6,0.931253558778821
28,7,0.9268602543750735
28,8,0.9186379044228732
28,9,0.9151468641574891
28,10,0.9099564141874843
28,11,0.9070008310761541
28,12,0.8964604415515117
28,13,0.9022339701984243
28,14,0.9037326463351103
28,15,0.8952039256106578
28,16,0.8944015994450942
28,17,0.8945879073868418
28,18,0.9980472536406271
28,19,0.9968083434418297
28,20,0.9858514871365934
28,21,0.9877241688466073
28,22,0.978924070557745
28,23,0.9665164936769277
28,24,0.9630520004227625
28,25,0.9276782680948833
28,26,0.9300596817840003
28,27,0.9256096201501797
28,28,0.9064115634781887
28,29,0.9065645211519797
28,30,0.9053730275432162
28,31,0.8997583636956055
28,32,0.9062138587490016
29,0,1.0026820252594504
29,1,0.9945024035295748
29,2,0.9751018922113277
29,3,0.9694236787425723
29,4,0.9701106310481213
29,5,0.9415601151569554
29,6,0.9360853734907385
29,7,0.9264411863114069
29,8,0.9203346208081322
29,9,0.90785946557111
29,10,0.9226105762244119
29,11,0.9160520405234119
29,12,0.9029469868225346
29,13,0.9013233552807071
29,14,0.9000217005586959
29,15,0.8918384367152328
29,16,0.8895757297654279
29,17,0.9013086893234536
29,18,0.9953381318422547
29,19,0.984346417038829
29,20,0.9926200746710172
29,21,0.9893452819862748
29,22,0.974325448740286
29,23,0.9681048418620187
29,24,0.9631056640838596
29,25,0.9404541299863715
29,26,0.9290002731236253
29,27,0.9190225414284833
29,28,0.8974993383438165
29,29,0.9080669043263135
29,30,0.9044417851253774
29,31,0.905659830327727
29,32,0.9033571694369302
30,0,1.0078004524222062
30,1,0.994736725739893
30,2,0.978092314991475
30,3,0.9674345342610227
30,4,0.9549455751939268
30,5,0.941084782755963
30,6,0.9280606104319057
30,7,0.9304624664615492
30,8,0.9157164360109947
30,9,0.9181049604377701
30,10,0.9175437867217144
30,11,0.9132586129544509
30,12,0.9060506296758095
30,13,0.9021353654344137
30,14,0.9035254805641678
30,15,0.8922177317668805
30,16,0.8984560875572875
30,17,0.9005944863573436
30,18,1.0006612769074363
30,19,0.9965110150481482
30,20,0.9869196156913863
30,21,0.989156954208624
30,22,0.974211409306618
30,23,0.9606910309941222
30,24,0.9690045044114296
30,25,0.9404477561806457
30,26,0.929241191187205
30,27,0.9186716062257353
30,28,0.9125137927071103
30,29,0.8969253968917216
30,30,0.9042551117788237
30,31,0.8936339704856725
30,32,0.9051753688956895
31,0,1.0027008735868932
31,1,1.0019724823470888
31,2,0.990136161280308
31,3,0.9630654348678879
31,4,0.9674685568002581
31,5,0.9315480954303657
31,6,0.9302429119036252
31,7,0.9265866062695031
31,8,0.9236408691024407
31,9,0.9026919948459797
31,10,0.906454334799547
31,11,0.9179990471467204
31,12,0.9007459295026401
31,13,0.8979546836713084
31,14,0.9068409952613955
31,15,0.8979735276339514
31,16,0.8959809455632232
31,17,0.8963423400583853
31,18,0.9951186843930883
31,19,0.9950049686278468
31,20,0.9931983263248901
31,21,0.988704432774713
31,22,0.9709371082120419
31,23,0.9710724077023504
31,24,0.9563379369915354
31,25,0.9439897750644938
31,26,0.9225406516695106
31,27,0.9190330637353009
31,28,0.9098635548835066
31,29,0.9096680679214643
31,30,0.9001112722776872
31,31,0.8983387705115109
31,32,0.895040372144312
32,0,1.0072321616175235
32,1,0.9937340886556105
32,2,0.969041515325128
32,3,0.9810626668344548
32,4,0.9567086261101816
32,5,0.947398594519572
32,6,0.9429652248157868
32,7,0.9345935992509867
32,8,0.915566860753416
32,9,0.9167478949646476
32,10,0.916330801261487
32,11,0.9125344830161574
32,12,0.905195888606341
32,13,0.9108992115314051
32,14,0.8941079778192124
32,15,0.9009107061189331
32,16,0.892210869726026
32,17,0.8949597914152605
32,18,0.9889480913974872
32,19,0.992111892250345
32,20,0.9850415369500555
32,21,0.9850804205364168
32,22,0.96812265464083
32,23,0.9723520372916142
32,24,0.9664547105095196
32,25,0.9418496565200821
32,26,0.938753376856805
32,27,0.9199056600482203
